idx,type,type_name,name,formula,pa,ra,pb,rb,coefs,srcs,saved,editable
5068,2,уставка·Σ,доля машиностроен в инвестиц,2.5·(1·1),2.5,5068,,,1,const,0,1
5069,11,Π/Π,расходы прибыли в машин,[5068]·[5365] / [2039]·[5072],0;0,5068;5365,0;0,2039;5072,,,0,0
5070,2,уставка·Σ,доля НИОКР в инвестиц,0.5·(1·1),0.5,5070,,,1,const,0,1
5071,2,уставка·Σ,доля депозита в инвестиц,0.5·(1·1),0.5,5071,,,1,const,0,1
5072,1,Σ,сумма долей распределения прибыли,1·[5066] + 1·[5068] + 1·[5070] + 1·[5071] + 1·[5075],,,,,1;1;1;1;1,5066;5068;5070;5071;5075,0,0
5073,7,min,реальные амортизационные выплаты,"min([5062], [5056])",0;0,5062;5056,,,,,0,0
5074,14,clip Σ,формирование доли прибыли в потребление,"clip(-5·1 + 1·[5058], 0.2, 100)",0.2,0,100,0,-5;1,const;5058,0,0
5075,2,уставка·Σ,доля прибыли для импорта Фа,0.5·(1·1),0.5,5075,,,1,const,0,1
5076,9,Π,,[5003]·[5116],0;0,5003;5116,,,,,0,0
5077,12,Π/Σ,отношение суммы налогов к добавленной стоимости,[5055] / (0.001·1 + 1·[5043]),0,5055,,,0.001;1,const;5043,0,0
5078,9,Π,стоимость вводимых  Фа,[2039]·[2125],0;0,2039;2125,,,,,0,0
5079,9,Π,стоимость вводимых  Фп,[3039]·[3125],0;0,3039;3125,,,,,0,0
5080,5,∫ с пределами,производительность труда,"∫(1·[6108] + 0·[5080]) dt, x0=1, pa1=0.2, hi=1e+06",1;0.2,0;0,1e+06,0,1;0,6108;5080,1.00056,0
5081,11,Π/Π,расходы прибыли в НИОКР,[5365]·[5070] / [5072],0;0,5365;5070,0,5072,,,0,0
5082,11,Π/Π,расходы прибыли в депозиты,[5365]·[5071] / [5072],0;0,5365;5071,0,5072,,,0,0
5083,3,∫,накопленный депозит,"∫(1·[5082] + 1·[5085] + -1·[5086]) dt, x0=0.001",0.001,0,,,1;1;-1,5082;5085;5086,12.7953,0
5084,14,clip Σ,степень возможностей депозита,"clip(100·[5083], 0, 1)",0,0,1,0,100,5083,0,0
5085,9,Π,самовозрастание депозита,[5083]·[230],0;0,5083;230,,,,,0,0
5086,9,Π,поток инвестиций из депозита,[5362]·[5084],0;0,5362;5084,,,,,0,0
5088,2,уставка·Σ,формир потока амортизац Фа,0.05658·(100·[2125] + 1·[785]),0.05658,0,,,100;1,2125;785,0,0
5089,5,∫ с пределами,6оличество Фа,"∫(1·[5088] + -1·[5090]) dt, x0=0.01, pa1=0.01, hi=10000",0.01;0.01,0;0,10000,0,1;-1,5088;5090,4.99997,0
5090,9,Π,реальная амортизация Фа,[5064]·[5004]·[5089],0;0;0,5064;5004;5089,,,,,0,0
5091,9,Π,поток амортизации Фп,[5064]·[5092],0;0,5064;5092,,,,,0,0
5092,5,∫ с пределами,количество Фп,"∫(12.987·[3125] + -1·[5091]) dt, x0=0.01, pa1=0.01, hi=10000",0.01;0.01,0;0,10000,0,12.987;-1,3125;5091,5,0
5093,12,Π/Σ,количество рабочих мест,[5092]·[5089] / (0.5·[5092] + 0.5·[5089]),0;0,5092;5089,,,0.5;0.5,5092;5089,0,0
5094,4,1/(Tp+1)·g,продукция для реализации,"clip(1·(1·[5007]), 0.1, 1)",1,0,1;0.1,0;0,1,5007,0.999551,0
5095,4,1/(Tp+1)·g,формиров возврата кредитов,"clip(1·(1·[5044]), 0.1, 1)",1,0,1;0.1,0;0,1,5044,213.638,0
5096,7,min,формиров возврата кредитов,"min([5095], [5442])",0;0,5095;5442,,,,,0,0
5097,2,уставка·Σ,темп возврата кредитов,0·(1·[5096]),0,5097,,,1,5096,0,1
5099,2,уставка·Σ,,1·(1·1),1,5099,,,1,const,0,1
5100,10,Σ·[ref],сумма инвестиционных средств для изменения производительности фондов,(0.02973·[5081] + 0.02973·[785])·[880],0,880,,,0.02973;0.02973,5081;785,0,0
5101,1,Σ,алгоритм НДС,1·1 + -1·[24],,,,,1;-1,const;24,0,0
5102,11,Π/Π,алгоритм НДС,[5104]·[24] / [5101]·[5103],0;0,5104;24,0;0,5101;5103,,,0,0
5103,14,clip Σ,формирование НДС,"clip(1·[5040], 0.01, 10000)",0.01,0,10000,0,1,5040,0,0
5104,14,clip Σ,алгоритм НДС,"clip(1·[5040] + -1·[5008], 0, 10000)",0,0,10000,0,1;-1,5040;5008,0,0
5105,1,Σ,алгоритм НДС,1·1 + 1·[5102],,,,,1;1,const;5102,0,0
5106,1,Σ,+/- потока основных активных фондов,1·[2125] + -0.061·[5090],,,,,1;-0.061,2125;5090,0,0
5107,1,Σ,+/- потока основных пассивных фондов,1·[3125] + -0.06·[5091],,,,,1;-0.06,3125;5091,0,0
5108,14,clip Σ,,"clip(1·[5100] + -1·[5080], 0, 100000)",0,0,100000,0,1;-1,5100;5080,0,0
5112,2,уставка·Σ,норматив прибыли монополиста,1.2·(1·1),1.2,5112,,,1,const,0,1
5113,2,уставка·Σ,степень монополизма,0·(1·1),0,5113,,,1,const,0,1
5114,10,Σ·[ref],монопольная цена с ее долей,(1·1 + -1·[5113])·[5010],0,5010,,,1;-1,const;5113,0,0
5116,4,1/(Tp+1)·g,6умма спросов,"clip(1·(0.1945·[5119]), 0.02, 1)",1,0,1;0.02,0;0,0.1945,5119,0.999542,0
5117,1,Σ,суммарный поток денег возврата долгов поставщикам сырья,1·[5137] + 1·[5367],,,,,1;1,5137;5367,0,0
5119,4,1/(Tp+1)·g,сумма спросов на ТНПиз бюдж и торг,"clip(1·(1·[265] + 1·[295]), 0.02, 1)",1,0,1;0.02,0;0,1;1,265;295,5.13902,0
5121,1,Σ,,0.001·[4168],,,,,0.001,4168,0,0
5122,1,Σ,,0.001·[11168],,,,,0.001,11168,0,0
5123,1,Σ,,0.001·[5168],,,,,0.001,5168,0,0
5137,9,Π,поток возврата долгов проставщикам,[5138]·[99],0;0,5138;99,,,,,0,0
5138,2,уставка·Σ,коэф уменьшения возврата долгов поставщикам сырья,0·(1·[5139]),0,5138,,,1,5139,0,1
5139,7,min,требуемый поток возврата долгов поставщикам сырья,"min([5095], [5410])",0;0,5095;5410,,,,,0,0
5140,2,уставка·Σ,объем предложен натур ТНП из производства,1·(1·1),1,5140,,,1,const,0,1
5150,2,уставка·Σ,масштабирование цены ТНП для сф потребл,0.001·(1·[5168]),0.001,0,,,1,5168,0,0
5155,2,уставка·Σ,выручка ТНП от продаж в бюджет,1·(1·[265]),1,0,,,1,265,0,0
5156,4,1/(Tp+1)·g,,"clip(1·(1·[5191]), 0.02, 1)",1,0,1;0.02,0;0,1,5191,1.57901,0
5157,10,Σ·[ref],формир опт цены на ТНП на розн рынке,(1·1 + -1·[5159])·[5039],0,5039,,,1;-1,const;5159,0,0
5158,4,1/(Tp+1)·g,оптов цена ТНП на розн рынке,"clip(1·(1·[5157] + 1·[5160]), 0.1, 1)",1,0,1;0.1,0;0,1;1,5157;5160,841.895,0
5159,12,Π/Σ,индекс желательности импорта ТНП прод для рынка,[5039] / (1·[5039] + 1·[5187]),0,5039,,,1;1,5039;5187,0,0
5160,9,Π,оптов цена на ТНП импортн прод,[5159]·[5175],0;0,5159;5175,,,,,0,0
5161,2,уставка·Σ,цена ТНП продукции за рубежом в дол,12·(1·1),12,5161,,,1,const,0,1
5162,9,Π,МЗ ТНП прод в розн торг с учетом тог наценки,[5158]·[5179]·[5156],0;0;0,5158;5179;5156,,,,,0,0
5163,14,clip Σ,формир НДС1 ТНП на розн рынке,"clip(1·[5162] + -1·[5196], 0, 1e+07)",0,0,1e+07,0,1;-1,5162;5196,0,0
5164,14,clip Σ,формир НДС1 в розн торг ТНП прод,"clip(1·[5162], 0.001, 1e+06)",0.001,0,1e+06,0,1,5162,0,0
5165,11,Π/Π,формир НДС1 в розн торг ТНП прод,[5163]·[5170] / [5164]·[5169],0;0,5163;5170,0;0,5164;5169,,,0,0
5166,9,Π,розн цена ТНП,[5158]·[5167]·[5179],0;0;0,5158;5167;5179,,,,,0,0
5167,1,Σ,формир НДС1 в розн торговле ТНП прод,1·1 + 1·[5165],,,,,1;1,const;5165,0,0
5168,1,Σ,средн рыночн цена ТНП продукции,0.9534·[5166],,,,,0.9534,5166,0,0
5169,1,Σ,НДС2 в розн торг ТНП продукц,1·1 + -1·[5170],,,,,1;-1,const;5170,0,0
5170,2,уставка·Σ,ставка НДС2 в розн торг ТНП прод,1·(1·[29]),1,5170,,,1,29,0,1
5171,2,уставка·Σ,цена импортн ТНП прод в дол,1·(25·1),1,5171,,,25,const,0,1
5172,2,уставка·Σ,курс рубль/дол,25·(1·1),25,5172,,,1,const,0,1
5173,2,уставка·Σ,ставка тамож пошлин на ТНП продукц,20·(0.01·1),20,5173,,,0.01,const,0,1
5174,1,Σ,тамож пошл на импортн ТНП продукц,1·1 + 1·[5173],,,,,1;1,const;5173,0,0
5175,9,Π,доход на одного продавца в розн торговле ТНП прод,[4172]·[5171]·[5174]·[5188],0;0;0;0,4172;5171;5174;5188,,,,,0,0
5176,9,Π,выручка за ТНП прод на розничн рынке,[5168]·[5191],0;0,5168;5191,,,,,0,0
5177,1,Σ,доход в розничн продажи ТНП продукции,-1·[5183] + 1·[5178],,,,,-1;1,5183;5178,0,0
5178,1,Σ,формир дохода от розн прод ТНП прод,1·[5176] + -1·[5196],,,,,1;-1,5176;5196,0,0
5179,1,Σ,торг наценка на ТНП прод в розн торг,1·1 + 1·[5180],,,,,1;1,const;5180,0,0
5180,2,уставка·Σ,торг наценка на ТНП прод,0.25·(1·1),0.25,5180,,,1,const,0,1
5181,9,Π,,[5015]·[527],0;0,5015;527,,,,,0,0
5182,9,Π,масса других налогов в розн торговле ТНП прод,[27]·[5177],0;0,27;5177,,,,,0,0
5183,9,Π,масса налога НДС в розн торг ТНП продукции,[5178]·[5170],0;0,5178;5170,,,,,0,0
5184,1,Σ,чистая приб от розничн прод ТНП продукции,1·[5177] + -1·[5182],,,,,1;-1,5177;5182,0,0
5185,2,уставка·Σ,индекс кач импортных ТНП,4·(1·1),4,5185,,,1,const,0,1
5186,2,уставка·Σ,индекс кач отечеств ТНП,1·(1·1),1,5186,,,1,const,0,1
5187,11,Π/Π,отнош импорт цены ТНП к ее качеству по отношен к кач отеч прод ТНП,[5175]·[5186] / [5185],0;0,5175;5186,0,5185,,,0,0
5188,1,Σ,НДС2 в роз прод ТНП,1·1 + 1·[5170],,,,,1;1,const;5170,0,0
5189,1,Σ,НДС из торговли,1·[4183] + 1·[5183] + 1·[11183],,,,,1;1;1,4183;5183;11183,0,0
5191,1,Σ,общий спрос на ТНП,0.0063·[202],,,,,0.0063,202,0,0
5192,9,Π,спрос на импортн ТНП,[5191]·[5159]·[527],0;0;0,5191;5159;527,,,,,0,0
5193,4,1/(Tp+1)·g,спрос на отеч ТНП,"clip(1·(1·[5191] + -1·[5192]), 0.1, 1)",1,0,1;0.1,0;0,1;-1,5191;5192,0.397186,0
5194,14,clip Σ,спрос на отеч ТНП,"clip(1·[5193], 0, 100000)",0,0,100000,0,1,5193,0,0
5195,10,Σ·[ref],стоимость (МЗ) отеч ТНП на розн рынке,(1·[5194])·[5039],0,5039,,,1,5194,0,0
5196,4,1/(Tp+1)·g,стоим продаж всех    ТНП на розн рынке,"clip(1·(1·[5195] + 1·[5198]), 0.1, 1)",1,0,1;0.1,0;0,1;1,5195;5198,478.576,0
5198,9,Π,тамож сбор с импортн продукции ТНП поставляемой в розничную продажу,[5175]·[5192]·[5173],0;0;0,5175;5192;5173,,,,,0,0
5201,2,уставка·Σ,К импорта в сектор,5·(0.01·1),5,5201,,,0.01,const,0,1
5202,9,Π,спрос сектора на валюту для импорта сырья,[5007]·[5201]·[405]·[465],0;0;0;0,5007;5201;405;465,,,,,0,0
5203,14,clip Σ,степень наличия исходн импортного сырья для производства,"clip(10·[5204], 0, 1)",0,0,1,0,10,5204,0,0
5204,5,∫ с пределами,накоплено импортного сырья в секторе,"∫(1·[5209] + -1·[5210]) dt, x0=1, pa1=0.01, hi=1e+07",1;0.01,0;0,1e+07,0,1;-1,5209;5210,2.82753,0
5205,9,Π,заявка на дол для сырья с учетом фин возможностей,[5202]·[5059],0;0,5202;5059,,,,,0,0
5206,7,min,реадьно полученные дол для импорта сырья,"min([5207], [5202])",0;0,5207;5202,,,,,0,0
5207,9,Π,степень удовлетворения в дол для закупки сырья,[527]·[5205],0;0,527;5205,,,,,0,0
5208,9,Π,поток тарифа в бюджет за импорт сырья,[5206]·[445],0;0,5206;445,,,,,0,0
5209,13,Σ/Π,поток закупленного импортного сырья,(1·[5206] + -1·[5208]) / [405],,,0,405,1;-1,5206;5208,0,0
5210,9,Π,поток расхода импортного сырья,[5201]·[5007],0;0,5201;5007,,,,,0,0
5211,2,уставка·Σ,К сырья в сектор,0.01·(1·1),0.01,5211,,,1,const,0,1
5212,11,Π/Π,спрос сектора на исходный продукт,[5011]·[5211]·[5471] / [5219]·[5219]·[5219],0;0;0,5011;5211;5471,0;0;0,5219;5219;5219,,,0,0
5213,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[5214], 0, 1)",0,0,1,0,5,5214,0,0
5214,11,Π/Π,степень наличия исходных продуктов,[5219] / [5004],0,5219,0,5004,,,0,0
5215,5,∫ с пределами,сумма долга поставщику исх прод,"∫(1·[5218] + -1·[5401] + -1·[5411]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,5218;5401;5411,0,0
5216,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[5217] + -1·[5218],,,,,1;-1,5217;5218,0,0
5217,9,Π,требуемые текущие мат затраты по конкретн поставке,[5292]·[1039],0;0,5292;1039,,,,,0,0
5218,9,Π,степень недостаточности финансовых средств,[5217]·[5060],0;0,5217;5060,,,,,0,0
5219,5,∫ с пределами,склад исходной продукции,"∫(-1·[5220] + 1·[5292]) dt, x0=50, pa1=0.001, hi=1e+06",50;0.001,0;0,1e+06,0,-1;1,5220;5292,1.00001,0
5220,9,Π,поток расходов исходного продукта,[5211]·[5007],0;0,5211;5007,,,,,0,0
5221,2,уставка·Σ,К угля в сектор,0.04·(1·1),0.04,5221,,,1,const,0,1
5222,11,Π/Π,спрос сектора на исходный продукт,[5011]·[5221]·[5472] / [5229]·[5229]·[5229],0;0;0,5011;5221;5472,0;0;0,5229;5229;5229,,,0,0
5223,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[5224], 0, 1)",0,0,1,0,5,5224,0,0
5224,11,Π/Π,степень наличия исходных продуктов,[5229] / [5004],0,5229,0,5004,,,0,0
5225,5,∫ с пределами,3,"∫(1·[5228] + -1·[5402] + -1·[5412]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,5228;5402;5412,0,0
5226,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[5227] + -1·[5228],,,,,1;-1,5227;5228,0,0
5227,9,Π,требуемые текущие мат затраты по конкретн поставке,[5293]·[7039],0;0,5293;7039,,,,,0,0
5228,9,Π,степень недостаточности финансовых средств,[5227]·[5060],0;0,5227;5060,,,,,0,0
5229,5,∫ с пределами,склад исходной продукции,"∫(-1·[5230] + 1·[5293]) dt, x0=50, pa1=0.001, hi=1e+06",50;0.001,0;0,1e+06,0,-1;1,5230;5293,0.999991,0
5230,9,Π,поток расходов исходного продукта,[5221]·[5007],0;0,5221;5007,,,,,0,0
5231,2,уставка·Σ,К газа в сектор,0.15·(1·1),0.15,5231,,,1,const,0,1
5232,12,Π/Σ,спрос сектора на исходный продукт,[5011]·[5231]·[5473] / (0.001·1 + 1·[5234]),0;0;0,5011;5231;5473,,,0.001;1,const;5234,0,0
5233,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[5234], 0, 1)",0,0,1,0,5,5234,0,0
5234,4,1/(Tp+1)·g,степень наличия исходных продуктов,"clip(1·(1·[5239]), 0.1, 1)",1,0,1;0.1,0;0,1,5239,0.999513,0
5235,5,∫ с пределами,сумма долга поставщику исх прод,"∫(1·[5238] + -1·[5403] + -1·[5413]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,5238;5403;5413,0,0
5236,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[5237] + -1·[5238],,,,,1;-1,5237;5238,0,0
5237,9,Π,требуемые текущие мат затраты по конкретн поставке,[5294]·[9039],0;0,5294;9039,,,,,0,0
